CHIE,0.01574
BNXG.DE,0.0
GDX,0.02388
RIT.TO,0.0
MOTG,0.0
4BRZ.SW,0.60582
UC64.L,0.0
GSJY,0.03325
SBIO.AS,0.0
LQQ.MI,0.3213
